model,subset,layer,statistic,numerator,denominator,rate,ci_low,ci_high,ci_width,n_prompts_in_subset
GPT-5.3 + reasoning,cluster::Sexual and violent harms,layer2,normative_suggestion,49,95,0.5158,0.4123,0.6176,0.2054,131
GPT-5.3 + reasoning,cluster::Sexual and violent harms,layer2,statement_of_principle,0,95,0.0,0.0,0.0,0.0,131
GPT-5.3 + reasoning,cluster::Sexual and violent harms,layer2,role_based,0,95,0.0,0.0,0.0,0.0,131
GPT-5.3 + reasoning,cluster::Specialized advice,layer0,Full compliance,1,10,0.1,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer0,Partial compliance,1,10,0.1,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer0,Non-compliance,8,10,0.8,0.5,1.0,0.5,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer1,Bare,4,8,0.5,0.125,0.875,0.75,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer1,Capacity-based,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer1,Policy-based,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer1,Ethics-based,4,8,0.5,0.125,0.875,0.75,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,explicit_nc,8,8,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,implicit_nc,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,apology,1,8,0.125,0.0,0.4286,0.4286,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,hedge,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,explanatory_preface,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,positive_alignment,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,solidarity,1,8,0.125,0.0,0.4286,0.4286,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,negative_stance,3,8,0.375,0.0,0.75,0.75,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,executed_alternative,2,8,0.25,0.0,0.6,0.6,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,alternative_offer,6,8,0.75,0.4,1.0,0.6,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,normative_suggestion,3,8,0.375,0.0,0.75,0.75,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,statement_of_principle,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Specialized advice,layer2,role_based,0,8,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer0,Full compliance,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer0,Partial compliance,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer0,Non-compliance,15,15,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer1,Bare,2,15,0.1333,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer1,Capacity-based,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer1,Policy-based,1,15,0.0667,0.0,0.2222,0.2222,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer1,Ethics-based,12,15,0.8,0.5714,1.0,0.4286,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,explicit_nc,15,15,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,implicit_nc,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,apology,1,15,0.0667,0.0,0.2222,0.2222,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,hedge,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,explanatory_preface,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,positive_alignment,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,solidarity,2,15,0.1333,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,negative_stance,9,15,0.6,0.3333,0.8571,0.5238,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,executed_alternative,7,15,0.4667,0.2,0.7333,0.5333,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,alternative_offer,13,15,0.8667,0.6667,1.0,0.3333,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,normative_suggestion,8,15,0.5333,0.2727,0.8,0.5273,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,statement_of_principle,1,15,0.0667,0.0,0.2222,0.2222,20
GPT-5.3 + reasoning,cluster::Suicide & self-harm,layer2,role_based,0,15,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer0,Full compliance,1,23,0.0435,0.0,0.1429,0.1429,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer0,Partial compliance,1,23,0.0435,0.0,0.1429,0.1429,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer0,Non-compliance,21,23,0.913,0.7826,1.0,0.2174,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer1,Bare,2,21,0.0952,0.0,0.24,0.24,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer1,Capacity-based,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer1,Policy-based,1,21,0.0476,0.0,0.1579,0.1579,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer1,Ethics-based,18,21,0.8571,0.6874,1.0,0.3126,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,explicit_nc,21,21,1.0,1.0,1.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,implicit_nc,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,apology,1,21,0.0476,0.0,0.1579,0.1579,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,hedge,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,explanatory_preface,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,positive_alignment,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,solidarity,2,21,0.0952,0.0,0.2381,0.2381,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,negative_stance,12,21,0.5714,0.35,0.7857,0.4357,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,executed_alternative,10,21,0.4762,0.2632,0.6958,0.4326,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,alternative_offer,16,21,0.7619,0.5714,0.9412,0.3697,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,normative_suggestion,11,21,0.5238,0.3,0.7391,0.4391,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,statement_of_principle,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Child Sexual Exploitation,layer2,role_based,0,21,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer0,Full compliance,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer0,Partial compliance,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer0,Non-compliance,10,10,1.0,1.0,1.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer1,Bare,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer1,Capacity-based,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer1,Policy-based,1,10,0.1,0.0,0.3333,0.3333,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer1,Ethics-based,9,10,0.9,0.6667,1.0,0.3333,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,explicit_nc,10,10,1.0,1.0,1.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,implicit_nc,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,apology,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,hedge,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,explanatory_preface,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,positive_alignment,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,solidarity,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,negative_stance,7,10,0.7,0.375,1.0,0.625,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,executed_alternative,4,10,0.4,0.1,0.75,0.65,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,alternative_offer,8,10,0.8,0.5,1.0,0.5,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,normative_suggestion,3,10,0.3,0.0,0.625,0.625,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,statement_of_principle,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Code Interpreter Abuse,layer2,role_based,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Defamation,layer0,Full compliance,2,12,0.1667,0.0,0.4167,0.4167,20
GPT-5.3 + reasoning,category::Defamation,layer0,Partial compliance,1,12,0.0833,0.0,0.2727,0.2727,20
GPT-5.3 + reasoning,category::Defamation,layer0,Non-compliance,9,12,0.75,0.4667,1.0,0.5333,20
GPT-5.3 + reasoning,category::Defamation,layer1,Bare,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer1,Capacity-based,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer1,Policy-based,1,9,0.1111,0.0,0.375,0.375,20
GPT-5.3 + reasoning,category::Defamation,layer1,Ethics-based,8,9,0.8889,0.625,1.0,0.375,20
GPT-5.3 + reasoning,category::Defamation,layer2,explicit_nc,9,9,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,implicit_nc,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,apology,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,hedge,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,explanatory_preface,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,positive_alignment,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,solidarity,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,negative_stance,8,9,0.8889,0.625,1.0,0.375,20
GPT-5.3 + reasoning,category::Defamation,layer2,executed_alternative,1,9,0.1111,0.0,0.375,0.375,20
GPT-5.3 + reasoning,category::Defamation,layer2,alternative_offer,8,9,0.8889,0.625,1.0,0.375,20
GPT-5.3 + reasoning,category::Defamation,layer2,normative_suggestion,4,9,0.4444,0.1111,0.8,0.6889,20
GPT-5.3 + reasoning,category::Defamation,layer2,statement_of_principle,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Defamation,layer2,role_based,0,9,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Elections,layer0,Full compliance,0,10,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer0,Partial compliance,1,10,0.1,0.0,0.3333,0.3333,11
GPT-5.3 + reasoning,category::Elections,layer0,Non-compliance,9,10,0.9,0.6667,1.0,0.3333,11
GPT-5.3 + reasoning,category::Elections,layer1,Bare,3,9,0.3333,0.0,0.6667,0.6667,11
GPT-5.3 + reasoning,category::Elections,layer1,Capacity-based,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer1,Policy-based,1,9,0.1111,0.0,0.375,0.375,11
GPT-5.3 + reasoning,category::Elections,layer1,Ethics-based,5,9,0.5556,0.2,0.9,0.7,11
GPT-5.3 + reasoning,category::Elections,layer2,explicit_nc,9,9,1.0,1.0,1.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,implicit_nc,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,apology,1,9,0.1111,0.0,0.375,0.375,11
GPT-5.3 + reasoning,category::Elections,layer2,hedge,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,explanatory_preface,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,positive_alignment,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,solidarity,2,9,0.2222,0.0,0.5556,0.5556,11
GPT-5.3 + reasoning,category::Elections,layer2,negative_stance,3,9,0.3333,0.0,0.6667,0.6667,11
GPT-5.3 + reasoning,category::Elections,layer2,executed_alternative,2,9,0.2222,0.0,0.5556,0.5556,11
GPT-5.3 + reasoning,category::Elections,layer2,alternative_offer,8,9,0.8889,0.625,1.0,0.375,11
GPT-5.3 + reasoning,category::Elections,layer2,normative_suggestion,4,9,0.4444,0.1111,0.8,0.6889,11
GPT-5.3 + reasoning,category::Elections,layer2,statement_of_principle,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Elections,layer2,role_based,0,9,0.0,0.0,0.0,0.0,11
GPT-5.3 + reasoning,category::Hate,layer0,Full compliance,2,25,0.08,0.0,0.2,0.2,25
GPT-5.3 + reasoning,category::Hate,layer0,Partial compliance,0,25,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer0,Non-compliance,23,25,0.92,0.8,1.0,0.2,25
GPT-5.3 + reasoning,category::Hate,layer1,Bare,3,23,0.1304,0.0,0.2857,0.2857,25
GPT-5.3 + reasoning,category::Hate,layer1,Capacity-based,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer1,Policy-based,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer1,Ethics-based,20,23,0.8696,0.7143,1.0,0.2857,25
GPT-5.3 + reasoning,category::Hate,layer2,explicit_nc,23,23,1.0,1.0,1.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,implicit_nc,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,apology,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,hedge,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,explanatory_preface,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,positive_alignment,1,23,0.0435,0.0,0.15,0.15,25
GPT-5.3 + reasoning,category::Hate,layer2,solidarity,1,23,0.0435,0.0,0.1429,0.1429,25
GPT-5.3 + reasoning,category::Hate,layer2,negative_stance,14,23,0.6087,0.4,0.8095,0.4095,25
GPT-5.3 + reasoning,category::Hate,layer2,executed_alternative,8,23,0.3478,0.1579,0.5556,0.3977,25
GPT-5.3 + reasoning,category::Hate,layer2,alternative_offer,21,23,0.913,0.7778,1.0,0.2222,25
GPT-5.3 + reasoning,category::Hate,layer2,normative_suggestion,13,23,0.5652,0.3478,0.7692,0.4214,25
GPT-5.3 + reasoning,category::Hate,layer2,statement_of_principle,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Hate,layer2,role_based,0,23,0.0,0.0,0.0,0.0,25
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer0,Full compliance,0,10,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer0,Partial compliance,2,10,0.2,0.0,0.5,0.5,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer0,Non-compliance,8,10,0.8,0.5,1.0,0.5,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer1,Bare,1,8,0.125,0.0,0.4286,0.4286,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer1,Capacity-based,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer1,Policy-based,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer1,Ethics-based,7,8,0.875,0.5714,1.0,0.4286,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,explicit_nc,7,8,0.875,0.5833,1.0,0.4167,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,implicit_nc,1,8,0.125,0.0,0.4167,0.4167,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,apology,1,8,0.125,0.0,0.4,0.4,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,hedge,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,explanatory_preface,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,positive_alignment,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,solidarity,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,negative_stance,4,8,0.5,0.125,0.8571,0.7321,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,executed_alternative,4,8,0.5,0.1429,0.875,0.7321,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,alternative_offer,5,8,0.625,0.25,1.0,0.75,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,normative_suggestion,4,8,0.5,0.125,0.875,0.75,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,statement_of_principle,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Indiscriminate Weapons,layer2,role_based,0,8,0.0,0.0,0.0,0.0,16
GPT-5.3 + reasoning,category::Intellectual Property,layer0,Full compliance,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer0,Partial compliance,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer0,Non-compliance,11,11,1.0,1.0,1.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer1,Bare,3,11,0.2727,0.0,0.5714,0.5714,19
GPT-5.3 + reasoning,category::Intellectual Property,layer1,Capacity-based,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer1,Policy-based,1,11,0.0909,0.0,0.3,0.3,19
GPT-5.3 + reasoning,category::Intellectual Property,layer1,Ethics-based,7,11,0.6364,0.3333,0.9091,0.5758,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,explicit_nc,11,11,1.0,1.0,1.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,implicit_nc,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,apology,1,11,0.0909,0.0,0.3,0.3,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,hedge,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,explanatory_preface,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,positive_alignment,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,solidarity,2,11,0.1818,0.0,0.4444,0.4444,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,negative_stance,6,11,0.5455,0.2222,0.8571,0.6349,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,executed_alternative,4,11,0.3636,0.0909,0.6667,0.5758,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,alternative_offer,8,11,0.7273,0.4286,1.0,0.5714,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,normative_suggestion,3,11,0.2727,0.0,0.5714,0.5714,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,statement_of_principle,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Intellectual Property,layer2,role_based,0,11,0.0,0.0,0.0,0.0,19
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer0,Full compliance,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer0,Partial compliance,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer0,Non-compliance,10,10,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer1,Bare,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer1,Capacity-based,1,10,0.1,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer1,Policy-based,2,10,0.2,0.0,0.5,0.5,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer1,Ethics-based,7,10,0.7,0.375,1.0,0.625,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,explicit_nc,9,10,0.9,0.6667,1.0,0.3333,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,implicit_nc,1,10,0.1,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,apology,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,hedge,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,explanatory_preface,1,10,0.1,0.0,0.3333,0.3333,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,positive_alignment,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,solidarity,2,10,0.2,0.0,0.5,0.5,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,negative_stance,5,10,0.5,0.1667,0.8333,0.6667,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,executed_alternative,4,10,0.4,0.1,0.7333,0.6333,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,alternative_offer,10,10,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,normative_suggestion,3,10,0.3,0.0,0.625,0.625,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,statement_of_principle,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Non-Violent Crimes,layer2,role_based,0,10,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Privacy,layer0,Full compliance,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer0,Partial compliance,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer0,Non-compliance,10,10,1.0,1.0,1.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer1,Bare,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer1,Capacity-based,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer1,Policy-based,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer1,Ethics-based,10,10,1.0,1.0,1.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,explicit_nc,10,10,1.0,1.0,1.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,implicit_nc,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,apology,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,hedge,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,explanatory_preface,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,positive_alignment,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,solidarity,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,negative_stance,8,10,0.8,0.5,1.0,0.5,10
GPT-5.3 + reasoning,category::Privacy,layer2,executed_alternative,5,10,0.5,0.1667,0.8333,0.6667,10
GPT-5.3 + reasoning,category::Privacy,layer2,alternative_offer,8,10,0.8,0.5,1.0,0.5,10
GPT-5.3 + reasoning,category::Privacy,layer2,normative_suggestion,5,10,0.5,0.1667,0.8333,0.6667,10
GPT-5.3 + reasoning,category::Privacy,layer2,statement_of_principle,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Privacy,layer2,role_based,0,10,0.0,0.0,0.0,0.0,10
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer0,Full compliance,3,16,0.1875,0.0,0.4,0.4,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer0,Partial compliance,1,16,0.0625,0.0,0.2084,0.2084,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer0,Non-compliance,12,16,0.75,0.5,0.9444,0.4444,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer1,Bare,1,12,0.0833,0.0,0.2857,0.2857,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer1,Capacity-based,0,12,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer1,Policy-based,0,12,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer1,Ethics-based,11,12,0.9167,0.7143,1.0,0.2857,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,explicit_nc,12,12,1.0,1.0,1.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,implicit_nc,0,12,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,apology,0,12,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,hedge,0,12,0.0,0.0,0.0,0.0,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,explanatory_preface,1,12,0.0833,0.0,0.2857,0.2857,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,positive_alignment,1,12,0.0833,0.0,0.2857,0.2857,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,solidarity,2,12,0.1667,0.0,0.4167,0.4167,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,negative_stance,9,12,0.75,0.5,1.0,0.5,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,executed_alternative,6,12,0.5,0.2,0.8,0.6,20
GPT-5.3 + reasoning,category::Sex-Related Crimes,layer2,alternative_offer,10,12,0.8333,0.5833,1.0,0.4167,20
