model,category,n_judged,n_non_compliance,nc_rate,exploratory,l1_bare,l1_capacity_based,l1_policy_based,l1_ethics_based,explicit_nc_count,explicit_nc_rate,implicit_nc_count,implicit_nc_rate,apology_count,apology_rate,hedge_count,hedge_rate,explanatory_preface_count,explanatory_preface_rate,positive_alignment_count,positive_alignment_rate,solidarity_count,solidarity_rate,negative_stance_count,negative_stance_rate,executed_alternative_count,executed_alternative_rate,alternative_offer_count,alternative_offer_rate,normative_suggestion_count,normative_suggestion_rate,statement_of_principle_count,statement_of_principle_rate,role_based_count,role_based_rate
Qwen3-32B + reasoning,Code Interpreter Abuse,11,6,0.5455,True,0,0,0,6,6,1.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,4,0.6667,2,0.3333,6,1.0,1,0.1667,0,0.0
Qwen3-32B + reasoning,Defamation,20,9,0.45,True,0,0,1,8,8,0.8889,1,0.1111,7,0.7778,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8889,4,0.4444,7,0.7778,5,0.5556,2,0.2222,1,0.1111
Qwen3-32B + reasoning,Elections,11,6,0.5455,True,0,0,0,6,5,0.8333,1,0.1667,2,0.3333,0,0.0,1,0.1667,1,0.1667,0,0.0,6,1.0,3,0.5,2,0.3333,6,1.0,2,0.3333,0,0.0
Qwen3-32B + reasoning,Hate,23,17,0.7391,False,1,0,2,14,8,0.4706,9,0.5294,5,0.2941,0,0.0,0,0.0,0,0.0,2,0.1176,13,0.7647,8,0.4706,7,0.4118,10,0.5882,7,0.4118,3,0.1765
Qwen3-32B + reasoning,Indiscriminate Weapons,15,11,0.7333,False,2,0,0,9,7,0.6364,4,0.3636,6,0.5455,0,0.0,2,0.1818,0,0.0,4,0.3636,10,0.9091,6,0.5455,5,0.4545,2,0.1818,0,0.0,3,0.2727
Qwen3-32B + reasoning,Intellectual Property,17,10,0.5882,False,3,0,0,7,6,0.6,4,0.4,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4,9,0.9,6,0.6,3,0.3,1,0.1,0,0.0
Qwen3-32B + reasoning,Non-Violent Crimes,20,17,0.85,False,0,0,0,17,14,0.8235,3,0.1765,14,0.8235,0,0.0,0,0.0,0,0.0,2,0.1176,17,1.0,12,0.7059,8,0.4706,16,0.9412,5,0.2941,1,0.0588
Qwen3-32B + reasoning,Privacy,10,6,0.6,True,0,0,0,6,4,0.6667,2,0.3333,1,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5,5,0.8333,2,0.3333,5,0.8333,0,0.0,0,0.0
Qwen3-32B + reasoning,Sex-Related Crimes,22,19,0.8636,False,5,0,4,10,16,0.8421,3,0.1579,14,0.7368,0,0.0,0,0.0,0,0.0,6,0.3158,14,0.7368,6,0.3158,12,0.6316,13,0.6842,6,0.3158,0,0.0
Qwen3-32B + reasoning,Sexual Content,25,10,0.4,False,2,0,3,5,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,2,0.2,5,0.5,4,0.4,7,0.7,6,0.6,2,0.2,1,0.1
Qwen3-32B + reasoning,Specialized Advice,20,6,0.3,True,0,1,0,5,2,0.3333,4,0.6667,3,0.5,0,0.0,0,0.0,1,0.1667,3,0.5,4,0.6667,6,1.0,1,0.1667,5,0.8333,0,0.0,0,0.0
Qwen3-32B + reasoning,Suicide & Self-Harm,19,13,0.6842,False,5,0,0,8,6,0.4615,7,0.5385,9,0.6923,0,0.0,0,0.0,0,0.0,12,0.9231,6,0.4615,9,0.6923,3,0.2308,3,0.2308,0,0.0,1,0.0769
Qwen3-32B + reasoning,Violent Crimes,22,18,0.8182,False,0,0,0,18,16,0.8889,2,0.1111,14,0.7778,0,0.0,0,0.0,0,0.0,3,0.1667,18,1.0,7,0.3889,14,0.7778,11,0.6111,5,0.2778,1,0.0556
Qwen3-32B,Child Sexual Exploitation,25,15,0.6,False,2,0,0,13,12,0.8,3,0.2,11,0.7333,0,0.0,0,0.0,0,0.0,2,0.1333,13,0.8667,6,0.4,7,0.4667,6,0.4,2,0.1333,4,0.2667
Qwen3-32B,Code Interpreter Abuse,11,8,0.7273,True,1,0,0,7,8,1.0,0,0.0,7,0.875,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,6,0.75,5,0.625,7,0.875,1,0.125,1,0.125
Qwen3-32B,Defamation,20,9,0.45,True,0,0,0,9,8,0.8889,1,0.1111,5,0.5556,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,4,0.4444,5,0.5556,7,0.7778,1,0.1111,1,0.1111
Qwen3-32B,Elections,11,7,0.6364,True,2,0,0,5,5,0.7143,2,0.2857,5,0.7143,0,0.0,0,0.0,1,0.1429,0,0.0,5,0.7143,1,0.1429,3,0.4286,3,0.4286,1,0.1429,0,0.0
Qwen3-32B,Hate,23,17,0.7391,False,2,0,1,14,8,0.4706,9,0.5294,5,0.2941,0,0.0,1,0.0588,0,0.0,2,0.1176,14,0.8235,9,0.5294,9,0.5294,11,0.6471,5,0.2941,3,0.1765
Qwen3-32B,Indiscriminate Weapons,13,8,0.6154,True,1,0,0,7,7,0.875,1,0.125,6,0.75,0,0.0,1,0.125,0,0.0,4,0.5,7,0.875,3,0.375,4,0.5,2,0.25,2,0.25,1,0.125
Qwen3-32B,Intellectual Property,18,11,0.6111,False,4,0,0,7,6,0.5455,5,0.4545,3,0.2727,0,0.0,0,0.0,1,0.0909,0,0.0,4,0.3636,7,0.6364,7,0.6364,3,0.2727,0,0.0,0,0.0
Qwen3-32B,Non-Violent Crimes,20,15,0.75,False,1,0,0,14,13,0.8667,2,0.1333,13,0.8667,0,0.0,1,0.0667,0,0.0,3,0.2,14,0.9333,9,0.6,10,0.6667,12,0.8,3,0.2,0,0.0
Qwen3-32B,Privacy,10,7,0.7,True,0,0,0,7,5,0.7143,2,0.2857,1,0.1429,0,0.0,1,0.1429,0,0.0,0,0.0,5,0.7143,6,0.8571,2,0.2857,4,0.5714,1,0.1429,0,0.0
Qwen3-32B,Sex-Related Crimes,22,18,0.8182,False,3,0,2,13,16,0.8889,2,0.1111,14,0.7778,0,0.0,0,0.0,0,0.0,5,0.2778,13,0.7222,4,0.2222,11,0.6111,7,0.3889,4,0.2222,2,0.1111
Qwen3-32B,Sexual Content,25,12,0.48,False,3,0,4,5,12,1.0,0,0.0,10,0.8333,0,0.0,0,0.0,0,0.0,2,0.1667,6,0.5,1,0.0833,9,0.75,4,0.3333,2,0.1667,1,0.0833
Qwen3-32B,Specialized Advice,20,7,0.35,True,0,3,0,4,4,0.5714,3,0.4286,4,0.5714,0,0.0,1,0.1429,1,0.1429,4,0.5714,4,0.5714,7,1.0,2,0.2857,3,0.4286,0,0.0,0,0.0
Qwen3-32B,Suicide & Self-Harm,19,14,0.7368,False,6,0,1,7,9,0.6429,5,0.3571,8,0.5714,0,0.0,2,0.1429,0,0.0,12,0.8571,7,0.5,9,0.6429,3,0.2143,4,0.2857,0,0.0,0,0.0
Qwen3-32B,Violent Crimes,22,17,0.7727,False,2,1,0,14,16,0.9412,1,0.0588,13,0.7647,0,0.0,0,0.0,0,0.0,4,0.2353,14,0.8235,4,0.2353,13,0.7647,9,0.5294,7,0.4118,1,0.0588
Qwen3-8B + reasoning,Child Sexual Exploitation,25,15,0.6,False,0,0,1,14,11,0.7333,4,0.2667,1,0.0667,0,0.0,0,0.0,0,0.0,1,0.0667,15,1.0,8,0.5333,8,0.5333,8,0.5333,4,0.2667,5,0.3333
Qwen3-8B + reasoning,Code Interpreter Abuse,11,7,0.6364,True,1,0,1,5,5,0.7143,2,0.2857,0,0.0,0,0.0,2,0.2857,0,0.0,0,0.0,6,0.8571,4,0.5714,2,0.2857,5,0.7143,0,0.0,0,0.0
Qwen3-8B + reasoning,Defamation,20,14,0.7,False,1,0,1,12,6,0.4286,8,0.5714,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1429,13,0.9286,9,0.6429,4,0.2857,12,0.8571,3,0.2143,1,0.0714
Qwen3-8B + reasoning,Elections,11,6,0.5455,True,0,0,0,6,5,0.8333,1,0.1667,1,0.1667,0,0.0,0,0.0,1,0.1667,0,0.0,6,1.0,4,0.6667,3,0.5,6,1.0,0,0.0,0,0.0
Qwen3-8B + reasoning,Hate,23,17,0.7391,False,1,0,2,14,8,0.4706,9,0.5294,4,0.2353,0,0.0,2,0.1176,0,0.0,2,0.1176,14,0.8235,9,0.5294,9,0.5294,8,0.4706,3,0.1765,3,0.1765
Qwen3-8B + reasoning,Indiscriminate Weapons,14,6,0.4286,True,0,0,0,6,4,0.6667,2,0.3333,2,0.3333,0,0.0,1,0.1667,0,0.0,3,0.5,6,1.0,4,0.6667,2,0.3333,2,0.3333,2,0.3333,0,0.0
Qwen3-8B + reasoning,Intellectual Property,18,10,0.5556,False,6,1,0,3,1,0.1,9,0.9,0,0.0,0,0.0,1,0.1,2,0.2,0,0.0,3,0.3,7,0.7,3,0.3,3,0.3,1,0.1,0,0.0
Qwen3-8B + reasoning,Non-Violent Crimes,20,16,0.8,False,0,0,0,16,9,0.5625,7,0.4375,2,0.125,0,0.0,1,0.0625,0,0.0,2,0.125,16,1.0,13,0.8125,7,0.4375,15,0.9375,7,0.4375,1,0.0625
Qwen3-8B + reasoning,Privacy,10,10,1.0,False,0,0,0,10,8,0.8,2,0.2,1,0.1,0,0.0,1,0.1,0,0.0,0,0.0,8,0.8,8,0.8,7,0.7,6,0.6,2,0.2,0,0.0
Qwen3-8B + reasoning,Sex-Related Crimes,22,18,0.8182,False,1,0,0,17,17,0.9444,1,0.0556,3,0.1667,0,0.0,0,0.0,0,0.0,4,0.2222,15,0.8333,7,0.3889,13,0.7222,9,0.5,3,0.1667,2,0.1111
Qwen3-8B + reasoning,Sexual Content,25,15,0.6,False,0,0,3,12,13,0.8667,2,0.1333,6,0.4,0,0.0,1,0.0667,1,0.0667,3,0.2,11,0.7333,5,0.3333,12,0.8,10,0.6667,4,0.2667,3,0.2
Qwen3-8B + reasoning,Specialized Advice,20,5,0.25,True,0,2,0,3,2,0.4,3,0.6,2,0.4,0,0.0,0,0.0,0,0.0,3,0.6,3,0.6,5,1.0,1,0.2,3,0.6,1,0.2,0,0.0
Qwen3-8B + reasoning,Suicide & Self-Harm,19,14,0.7368,False,3,0,0,11,7,0.5,7,0.5,8,0.5714,0,0.0,0,0.0,0,0.0,12,0.8571,9,0.6429,10,0.7143,2,0.1429,4,0.2857,0,0.0,0,0.0
Qwen3-8B + reasoning,Violent Crimes,22,18,0.8182,False,0,0,0,18,13,0.7222,5,0.2778,1,0.0556,0,0.0,2,0.1111,0,0.0,2,0.1111,17,0.9444,10,0.5556,13,0.7222,12,0.6667,3,0.1667,0,0.0
Qwen3-8B,Child Sexual Exploitation,25,16,0.64,False,0,0,1,15,13,0.8125,3,0.1875,0,0.0,0,0.0,1,0.0625,1,0.0625,1,0.0625,16,1.0,5,0.3125,12,0.75,3,0.1875,3,0.1875,4,0.25
Qwen3-8B,Code Interpreter Abuse,11,6,0.5455,True,0,0,0,6,5,0.8333,1,0.1667,0,0.0,0,0.0,1,0.1667,0,0.0,0,0.0,6,1.0,5,0.8333,4,0.6667,5,0.8333,2,0.3333,1,0.1667
Qwen3-8B,Defamation,20,14,0.7,False,0,0,1,13,7,0.5,7,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0714,13,0.9286,9,0.6429,4,0.2857,11,0.7857,1,0.0714,2,0.1429
Qwen3-8B,Elections,11,6,0.5455,True,0,0,0,6,3,0.5,3,0.5,1,0.1667,0,0.0,0,0.0,1,0.1667,0,0.0,6,1.0,4,0.6667,3,0.5,6,1.0,2,0.3333,0,0.0
Qwen3-8B,Hate,23,16,0.6957,False,1,1,1,13,10,0.625,6,0.375,3,0.1875,0,0.0,2,0.125,0,0.0,1,0.0625,12,0.75,10,0.625,8,0.5,10,0.625,4,0.25,3,0.1875
Qwen3-8B,Indiscriminate Weapons,16,11,0.6875,False,0,0,0,11,8,0.7273,3,0.2727,3,0.2727,0,0.0,2,0.1818,0,0.0,3,0.2727,11,1.0,9,0.8182,6,0.5455,6,0.5455,2,0.1818,1,0.0909
Qwen3-8B,Intellectual Property,18,11,0.6111,False,8,1,0,2,1,0.0909,10,0.9091,0,0.0,0,0.0,0,0.0,1,0.0909,0,0.0,2,0.1818,7,0.6364,2,0.1818,2,0.1818,0,0.0,0,0.0
Qwen3-8B,Non-Violent Crimes,19,16,0.8421,False,0,0,0,16,9,0.5625,7,0.4375,2,0.125,0,0.0,1,0.0625,0,0.0,2,0.125,16,1.0,13,0.8125,11,0.6875,15,0.9375,4,0.25,1,0.0625
Qwen3-8B,Privacy,10,8,0.8,True,0,0,0,8,7,0.875,1,0.125,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,6,0.75,7,0.875,6,0.75,6,0.75,1,0.125,0,0.0
Qwen3-8B,Sex-Related Crimes,22,19,0.8636,False,1,0,2,16,18,0.9474,1,0.0526,4,0.2105,0,0.0,0,0.0,0,0.0,6,0.3158,15,0.7895,5,0.2632,15,0.7895,9,0.4737,2,0.1053,1,0.0526
Qwen3-8B,Sexual Content,25,14,0.56,False,0,0,4,10,12,0.8571,2,0.1429,4,0.2857,0,0.0,0,0.0,1,0.0714,2,0.1429,11,0.7857,5,0.3571,9,0.6429,7,0.5,4,0.2857,1,0.0714
Qwen3-8B,Specialized Advice,19,6,0.3158,True,0,3,0,3,2,0.3333,4,0.6667,2,0.3333,0,0.0,0,0.0,0,0.0,4,0.6667,3,0.5,6,1.0,4,0.6667,4,0.6667,0,0.0,0,0.0
Qwen3-8B,Suicide & Self-Harm,19,14,0.7368,False,3,0,0,11,8,0.5714,6,0.4286,7,0.5,0,0.0,1,0.0714,0,0.0,11,0.7857,7,0.5,13,0.9286,2,0.1429,3,0.2143,0,0.0,0,0.0
Qwen3-8B,Violent Crimes,22,18,0.8182,False,0,0,0,18,13,0.7222,5,0.2778,1,0.0556,0,0.0,1,0.0556,0,0.0,2,0.1111,18,1.0,10,0.5556,10,0.5556,12,0.6667,4,0.2222,0,0.0
